graph,phons,cgram,genre,nmbre,frfrm,frlex,cfrlex,nvarphon,schwa,redcons,nvarsem,vimag,ngraphs,nphons,nsyll,igraph,iphons,mgraph,pugraph,puphon,nbhom,nbhomg,nbhomp,nvoisort,phons1,phons2,freqdigr
dicotylédone,dikotilédon,AJ,h,,4,4,69,0,0,0,0,0,12,11,5,enodélytocid,nodélitokid,DICOTYLEDONE,13,6,0,0,1,0,CVCVCVCVCV,BVPVPVLVBV,2.25
dicotylédones,dikotilédon,NO,f,p,-1,-1,-1,0,0,0,0,0,13,11,5,senodélytocid,nodélitokid,DICOTYLEDONES,13,6,0,0,1,0,CVCVCVCVCV,BVPVPVLVBV,2.26
dictame,diktam,NO,m,,8,8,95,0,0,0,0,0,7,6,2,ematcid,matkid,DICTAME,6,6,0,0,0,0,CVCCVC,BVPPVN,2.76
dictaphone,diktafon,NO,m,,17,17,125,0,0,0,0,0,10,8,3,enohpatcid,nofatkid,DICTAPHONE,6,6,0,0,0,0,CVCCVCVC,BVPPVSVN,2.64
dictateur,diktateR,NO,m,,246,246,239,0,0,0,0,0,9,8,3,ruetatcid,Retatkid,DICTATEUR,7,7,0,0,0,0,CVCCVCVC,BVPPVPVL,2.90
dictatorial,diktatoRïal,AJ,m,,38,38,159,0,0,0,0,0,11,11,4,lairotatcid,laïRotatkid,DICTATORIAL,12,10,0,0,1,0,CVCCVCVCYV,BVPPVPVLYV,2.68
dictatoriale,diktatoRïal,AJ,f,,-1,38,159,0,0,0,0,0,12,11,4,elairotatcid,laïRotatkid,DICTATORIALE,12,10,0,0,1,0,CVCCVCVCYV,BVPPVPVLYV,2.77
dictatoriaux,diktatoRïO,AJ,m,p,-1,38,159,0,0,0,0,0,12,10,4,xuairotatcid,OïRotatkid,DICTATORIAUX,11,10,0,0,0,0,CVCCVCVCYV,BVPPVPVLYV,2.68
dictature,diktatyR,NO,f,,787,787,289,0,0,0,0,0,9,8,3,erutatcid,Rytatkid,DICTATURE,7,7,0,0,0,0,CVCCVCVC,BVPPVPVL,2.87
dictée,dikté,NO,f,,1004,1004,300,0,0,0,0,0,6,5,2,eétcid,étkid,DICTEE,5,5,0,0,1,0,CVCCV,BVPPV,2.51
dicter,dikté,VB,,,2233,2233,334,0,0,0,0,0,6,5,2,retcid,étkid,DICTER,5,5,0,0,1,0,CVCCV,BVPPV,2.97
diction,diksïô,NO,f,,276,276,244,0,0,0,0,0,7,6,2,noitcid,ôïskid,DICTION,8,6,0,0,0,2,CVCCYV,BVPSYV,2.92
dictionnaire,diksïonèR,NO,m,,910,910,295,0,0,0,0,4,12,9,3,eriannoitcid,Rènoïskid,DICTIONNAIRE,8,6,0,0,0,0,CVCCYVCVC,BVPSYVNVL,2.98
dicton,diktô,NO,m,,178,178,225,0,0,0,0,0,6,5,2,notcid,ôtkid,DICTON,5,5,0,0,0,0,CVCCV,BVPPV,2.77
didactique,didaktik,AJ,h,,148,148,217,0,0,0,0,0,10,8,3,euqitcadid,kitkadid,DIDACTIQUE,3,3,0,0,0,0,CVCVCCVC,BVBVPPVP,2.74
dièdre,dïèdR^,NO,m,,0,0,0,0,1,0,0,0,6,6,2,erdèid,^Rdèïd,DIEDRE,4,4,1,1,1,0,CYVCCV,BYVBLV,1.92
dièdre,dïèdR^,AJ,h,,-1,-1,-1,0,1,0,0,0,6,6,2,erdèid,^Rdèïd,DIEDRE,4,4,1,1,1,0,CYVCCV,BYVBLV,1.92
dièse,dïèz,NO,m,,208,-2,-2,0,0,0,0,0,5,4,1,esèid,zèïd,DIESE,4,4,1,1,1,1,CYVC,BYVZ,1.57
dièse,dïèz,AJ,h,,-1,-2,-2,0,0,0,0,0,5,4,1,esèid,zèïd,DIESE,4,4,1,1,1,1,CYVC,BYVZ,1.57
diesel,dïézèl,NO,m,,12,12,111,0,0,0,0,0,6,6,2,leseid,lèzéïd,DIESEL,4,5,0,0,0,0,CYVCVC,BYVZVL,2.87
diéser,dïézé,VB,,,-1,-1,-1,0,0,0,0,0,6,5,2,reséid,ézéïd,DIESER,4,5,0,0,0,0,CYVCV,BYVZV,2.72
diète,dïèt,NO,f,,72,72,186,0,0,0,1,0,5,4,1,etèid,tèïd,DIETE,4,4,0,0,0,1,CYVC,BYVP,1.55
diététicien,dïététisïê,NO,m,,-1,-1,-1,0,0,0,0,0,11,10,4,neicitétéid,êïsitétéïd,DIETETICIEN,12,10,0,0,0,0,CYVCVCVCYV,BYVPVPVSYV,2.58
diététicienne,dïététisïèn,NO,f,,-1,-1,-1,0,0,0,0,0,13,11,4,enneicitétéid,nèïsitétéïd,DIETETICIENNE,12,10,0,0,0,0,CYVCVCVCYV,BYVPVPVSYV,2.68
diététique,dïététik,NO,f,,12,12,111,0,0,0,0,0,10,8,3,euqitétéid,kitétéïd,DIETETIQUE,8,8,0,0,0,0,CYVCVCVC,BYVPVPVP,2.59
dieu,dïE,NO,m,,16506,16506,421,0,0,0,0,3,4,3,1,ueid,Eïd,DIEU,4,3,0,0,0,2,CYV,BYV,2.87
diffamateur,difamateR,NO,m,,8,8,95,1,0,0,0,0,11,9,4,ruetamaffid,Retamafid,DIFFAMATEUR,9,8,0,0,0,0,CVCVCVCVC,BVSVNVPVL,2.72
diffamation,difamAsïô,NO,f,,38,38,159,1,0,0,0,0,11,9,4,noitamaffid,ôïsAmafid,DIFFAMATION,9,6,0,0,0,0,CVCVCVCYV,BVSVNVSYV,2.72
diffamatoire,difamatüaR,AJ,h,,17,17,125,1,0,0,0,0,12,10,4,eriotamaffid,Raütamafid,DIFFAMATOIRE,9,8,0,0,0,0,CVCVCVCYVC,BVSVNVPYVL,2.76
diffamatrice,difamatRis,NO,f,,-1,8,95,1,0,0,0,0,12,10,4,ecirtamaffid,siRtamafid,DIFFAMATRICE,9,8,0,0,0,0,CVCVCVCCVC,BVSVNVPLVS,2.72
diffamer,difamé,VB,,,21,21,134,1,0,0,0,0,8,6,3,remaffid,émafid,DIFFAMER,7,6,0,0,0,0,CVCVCV,BVSVNV,2.70
différé,diféRé,NO,m,,382,-2,-2,0,0,0,0,0,7,6,3,éréffid,éRéfid,DIFFERE,8,6,1,1,3,0,CVCVCV,BVSVLV,2.33
différé,diféRé,AJ,m,,-1,-2,-2,0,0,0,0,0,7,6,3,éréffid,éRéfid,DIFFERE,8,6,1,1,3,0,CVCVCV,BVSVLV,2.33
différée,diféRé,AJ,f,,-1,-1,-1,0,0,0,0,0,8,6,3,eéréffid,éRéfid,DIFFEREE,8,6,0,0,3,0,CVCVCV,BVSVLV,2.41
différemment,diféRamâ,AV,,,531,531,272,0,0,0,0,0,12,8,4,tnemmeréffid,âmaRéfid,DIFFEREMMENT,8,6,0,0,0,0,CVCVCVCV,BVSVLVNV,2.79
différence,diféRâs,NO,f,,8066,8066,390,0,0,0,0,2,10,7,3,ecneréffid,sâRéfid,DIFFERENCE,10,8,0,0,0,1,CVCVCVC,BVSVLVS,2.73
différenciateur,diféRâsïateR,AJ,m,,-1,-1,-1,0,0,0,0,0,15,12,5,ruetaicneréffid,RetaïsâRéfid,DIFFERENCIATEUR,13,11,0,0,0,0,CVCVCVCYVC,BVSVLVSYVP,2.75
différenciation,diféRâsïAsïô,NO,f,,604,604,278,0,0,0,0,0,15,12,5,noitaicneréffid,ôïsAïsâRéfid,DIFFERENCIATION,13,9,0,0,0,0,CVCVCVCYVC,BVSVLVSYVS,2.74
différenciatrice,diféRâsïatRis,AJ,f,,-1,-1,-1,0,0,0,0,0,16,13,5,ecirtaicneréffid,siRtaïsâRéfid,DIFFERENCIATRICE,13,11,0,0,0,0,CVCVCVCYVC,BVSVLVSYVP,2.74
différencier,diféRâsïé,VB,,,676,676,283,0,0,0,0,0,12,9,4,reicneréffid,éïsâRéfid,DIFFERENCIER,11,9,0,0,0,0,CVCVCVCYV,BVSVLVSYV,2.79
différend,diféRâ,NO,m,,238,238,237,0,0,0,0,0,9,6,3,dneréffid,âRéfid,DIFFEREND,9,7,0,0,1,1,CVCVCV,BVSVLV,2.62
différent,diféRâ,AJ,m,,17234,17234,423,0,0,0,0,0,9,6,3,tneréffid,âRéfid,DIFFERENT,10,7,0,0,1,1,CVCVCV,BVSVLV,2.73
différente,diféRât,AJ,f,,-1,17234,423,0,0,0,0,0,10,7,3,etneréffid,tâRéfid,DIFFERENTE,10,7,0,0,0,1,CVCVCVC,BVSVLVP,2.73
différentiel,diféRâsïèl,NO,m,,153,-2,-2,0,0,0,0,0,12,10,4,leitneréffid,lèïsâRéfid,DIFFERENTIEL,13,9,1,1,2,0,CVCVCVCYVC,BVSVLVSYVL,2.75
différentiel,diféRâsïèl,AJ,m,,-1,-2,-2,0,0,0,0,0,12,10,4,leitneréffid,lèïsâRéfid,DIFFERENTIEL,13,9,1,1,2,0,CVCVCVCYVC,BVSVLVSYVL,2.75
différentielle,diféRâsïèl,AJ,f,,-1,-1,-1,0,0,0,0,0,14,10,4,elleitneréffid,lèïsâRéfid,DIFFERENTIELLE,13,9,0,0,2,0,CVCVCVCYVC,BVSVLVSYVL,2.86
différer,diféRé,VB,,,2429,2429,338,0,0,0,1,0,8,6,3,reréffid,éRéfid,DIFFERER,8,6,0,0,3,0,CVCVCV,BVSVLV,2.67
difficile,difisil,AJ,h,,16825,16825,422,0,0,0,0,0,9,7,3,eliciffid,lisifid,DIFFICILE,10,8,0,0,0,0,CVCVCVC,BVSVSVL,2.67
difficilement,difisilmâ,AV,,,1761,1761,324,0,0,0,0,0,13,9,4,tnemeliciffid,âmlisifid,DIFFICILEMENT,10,8,0,0,0,0,CVCVCVCCV,BVSVSVLNV,2.81
difficulté,difikylté,NO,f,,10210,10210,400,0,0,0,0,2,10,9,4,étluciffid,étlykifid,DIFFICULTE,7,5,0,0,0,0,CVCVCVCCV,BVSVPVLPV,2.45
difforme,difoRm^,AJ,h,,208,208,232,0,1,0,0,0,8,7,3,emroffid,^mRofid,DIFFORME,8,7,0,0,0,0,CVCVCCV,BVSVLNV,2.64
difformité,difoRmité,NO,f,,80,80,190,0,0,0,0,0,10,9,4,étimroffid,étimRofid,DIFFORMITE,8,7,0,0,0,0,CVCVCCVCV,BVSVLNVPV,2.61
diffraction,difRaksïô,NO,f,,8,8,95,0,0,0,0,0,11,9,3,noitcarffid,ôïskaRfid,DIFFRACTION,5,4,0,0,0,0,CVCCVCCYV,BVSLVPSYV,2.70
diffus,dify,AJ,m,,1110,1110,304,0,0,0,0,0,6,4,2,suffid,yfid,DIFFUS,7,5,0,0,0,0,CVCV,BVSV,2.46
diffuse,difyz,AJ,f,,-1,1110,304,0,0,0,0,0,7,5,2,esuffid,zyfid,DIFFUSE,8,6,0,0,0,0,CVCVC,BVSVZ,2.50
diffuser,difyzé,VB,,,221,221,234,0,0,0,0,0,8,6,3,resuffid,ézyfid,DIFFUSER,8,6,0,0,0,0,CVCVCV,BVSVZV,2.63
diffuseur,difyzeR,NO,m,,-1,-1,-1,0,0,0,0,0,9,7,3,ruesuffid,Rezyfid,DIFFUSEUR,8,6,0,0,0,0,CVCVCVC,BVSVZVL,2.65
diffusion,difyzïô,NO,f,,463,463,266,0,0,0,0,0,9,7,3,noisuffid,ôïzyfid,DIFFUSION,7,6,0,0,0,0,CVCVCYV,BVSVZYV,2.62
digérer,dijéRé,VB,,,578,578,276,0,0,0,0,0,7,6,3,rerégid,éRéjid,DIGERER,4,4,0,0,0,0,CVCVCV,BVZVLV,2.70
digest,dijèst,NO,m,,12,12,111,1,0,0,0,0,6,6,2,tsegid,tsèjid,DIGEST,7,7,0,0,0,0,CVCVCC,BVZVSP,2.35
digeste,dijèst^,AJ,h,,4,4,69,0,1,0,0,0,7,7,3,etsegid,^tsèjid,DIGESTE,7,7,0,0,0,0,CVCVCCV,BVZVSPV,2.78
digestibilité,dijèstibilité,NO,f,,4,4,69,0,0,0,0,0,13,13,6,étilibitsegid,étilibitsèjid,DIGESTIBILITE,9,9,0,0,0,0,CVCVCCVCVC,BVZVSPVBVL,2.70
digestible,dijèstibl^,AJ,h,,4,4,69,0,1,0,0,0,10,10,4,elbitsegid,^lbitsèjid,DIGESTIBLE,9,9,0,0,0,0,CVCVCCVCCV,BVZVSPVBLV,2.81
digestif,dijèstif,NO,m,,327,-2,-2,0,0,0,0,0,8,8,3,fitsegid,fitsèjid,DIGESTIF,8,8,1,1,2,0,CVCVCCVC,BVZVSPVS,2.69
digestif,dijèstif,AJ,m,,-1,-2,-2,0,0,0,0,0,8,8,3,fitsegid,fitsèjid,DIGESTIF,8,8,1,1,2,0,CVCVCCVC,BVZVSPVS,2.69
digestion,dijèstïô,NO,f,,429,429,263,0,0,0,0,0,9,8,3,noitsegid,ôïtsèjid,DIGESTION,8,7,0,0,0,0,CVCVCCYV,BVZVSPYV,2.88
digestive,dijèstif,AJ,f,,-1,-1,-1,0,0,0,0,0,9,8,3,evitsegid,fitsèjid,DIGESTIVE,8,8,0,0,2,0,CVCVCCVC,BVZVSPVS,2.66
digital,dijital,AJ,m,,17,17,125,0,0,0,0,0,7,7,3,latigid,latijid,DIGITAL,8,6,0,0,2,0,CVCVCVC,BVZVPVL,2.67
digitale,dijital,NO,f,,140,140,214,0,0,0,0,0,8,7,3,elatigid,latijid,DIGITALE,8,6,1,1,2,0,CVCVCVC,BVZVPVL,2.82
digitale,dijital,AJ,f,,-1,17,125,0,0,0,0,0,8,7,3,elatigid,latijid,DIGITALE,8,6,1,1,2,0,CVCVCVC,BVZVPVL,2.82
digitaux,dijitO,AJ,m,p,-1,17,125,0,0,0,0,0,8,6,3,xuatigid,Otijid,DIGITAUX,7,6,0,0,0,0,CVCVCV,BVZVPV,2.68
digitigrade,dijitigRad,AJ,h,,4,4,69,0,0,0,0,0,11,10,4,edargitigid,daRgitijid,DIGITIGRADE,12,6,0,0,1,0,CVCVCVCCVC,BVZVPVBLVB,2.72
digitigrades,dijitigRad,NO,m,p,-1,-1,-1,0,0,0,0,0,12,10,4,sedargitigid,daRgitijid,DIGITIGRADES,12,6,0,0,1,0,CVCVCVCCVC,BVZVPVBLVB,2.65
digne,diN,AJ,h,,5602,5602,374,0,0,0,0,0,5,3,1,engid,Nid,DIGNE,6,4,0,0,0,4,CVC,BVN,2.83
dignement,diNmâ,AV,,,357,357,255,0,0,0,0,0,9,5,2,tnemengid,âmNid,DIGNEMENT,6,4,0,0,0,0,CVCCV,BVNNV,2.94
dignitaire,diNitèR,NO,m,,136,136,213,0,0,0,0,0,10,7,3,eriatingid,RètiNid,DIGNITAIRE,7,6,0,0,0,0,CVCVCVC,BVNVPVL,2.95
dignité,diNité,NO,f,,4496,4496,365,0,0,0,1,0,7,6,3,étingid,étiNid,DIGNITE,7,6,0,0,0,0,CVCVCV,BVNVPV,2.74
digression,digRésïô,NO,f,,191,191,228,0,0,0,0,0,10,8,3,noissergid,ôïséRgid,DIGRESSION,4,4,0,0,0,0,CVCCVCYV,BVBLVSYV,2.83
digue,dig,NO,f,,995,995,299,0,0,0,0,0,5,3,1,eugid,gid,DIGUE,4,4,0,0,0,7,CVC,BVB,2.79
diktat,diktat,NO,m,,29,29,147,0,0,0,0,0,6,6,2,tatkid,tatkid,DIKTAT,3,7,0,0,0,0,CVCCVC,BVPPVP,1.58
dilapidateur,dilapidateR,NO,m,,4,-2,-2,0,0,0,0,0,12,11,5,ruetadipalid,Retadipalid,DILAPIDATEUR,10,10,1,1,1,0,CVCVCVCVCV,BVLVPVBVPV,2.71
dilapidateur,dilapidateR,AJ,m,,-1,-2,-2,0,0,0,0,0,12,11,5,ruetadipalid,Retadipalid,DILAPIDATEUR,10,10,1,1,1,0,CVCVCVCVCV,BVLVPVBVPV,2.71
dilapidation,dilapidAsïô,NO,f,,17,17,125,0,0,0,0,0,12,11,5,noitadipalid,ôïsAdipalid,DILAPIDATION,10,8,0,0,0,0,CVCVCVCVCY,BVLVPVBVSY,2.71
dilapidatrice,dilapidatRis,NO,f,,-1,-2,-2,0,0,0,0,0,13,12,5,ecirtadipalid,siRtadipalid,DILAPIDATRICE,10,10,1,1,1,0,CVCVCVCVCC,BVLVPVBVPL,2.71
dilapidatrice,dilapidatRis,AJ,f,,-1,-2,-2,0,0,0,0,0,13,12,5,ecirtadipalid,siRtadipalid,DILAPIDATRICE,10,10,1,1,1,0,CVCVCVCVCC,BVLVPVBVPL,2.71
dilapider,dilapidé,VB,,,85,85,193,0,0,0,0,0,9,8,4,redipalid,édipalid,DILAPIDER,8,8,0,0,0,0,CVCVCVCV,BVLVPVBV,2.69
dilatable,dilatabl^,AJ,h,,0,0,0,0,1,0,0,0,9,9,4,elbatalid,^lbatalid,DILATABLE,7,6,0,0,0,0,CVCVCVCCV,BVLVPVBLV,2.86
dilatation,dilatAsïô,NO,f,,259,259,241,0,0,0,0,0,10,9,4,noitatalid,ôïsAtalid,DILATATION,7,6,0,0,0,0,CVCVCVCYV,BVLVPVSYV,2.95
dilater,dilaté,VB,,,718,718,285,0,0,0,0,0,7,6,3,retalid,étalid,DILATER,6,6,0,0,0,0,CVCVCV,BVLVPV,3.04
dilatoire,dilatüaR,AJ,h,,51,51,171,0,0,0,0,0,9,8,3,eriotalid,Raütalid,DILATOIRE,6,6,0,0,0,0,CVCVCYVC,BVLVPYVL,3.02
dilemme,dilèm,NO,m,,548,548,273,0,0,0,0,0,7,5,2,emmelid,mèlid,DILEMME,5,4,0,0,0,0,CVCVC,BVLVN,3.02
dilettante,dilétât,NO,h,,251,251,240,0,0,0,0,0,10,7,3,etnattelid,tâtélid,DILETTANTE,10,8,0,0,0,0,CVCVCVC,BVLVPVP,2.98
dilettantisme,dilétâtism^,NO,m,,144,144,216,0,1,0,0,0,13,11,5,emsitnattelid,^msitâtélid,DILETTANTISME,10,8,0,0,0,0,CVCVCVCVCC,BVLVPVPVSN,2.91
diligemment,dilijamâ,AV,,,25,25,141,0,0,0,0,0,11,8,4,tnemmegilid,âmajilid,DILIGEMMENT,7,6,0,0,0,0,CVCVCVCV,BVLVZVNV,2.93
diligence,dilijâs,NO,f,,595,595,277,0,0,0,1,0,9,7,3,ecnegilid,sâjilid,DILIGENCE,8,7,0,0,0,1,CVCVCVC,BVLVZVS,2.90
diligent,dilijâ,AJ,m,,187,187,227,0,0,0,0,0,8,6,3,tnegilid,âjilid,DILIGENT,9,7,0,0,0,0,CVCVCV,BVLVZV,2.91
diligente,dilijât,AJ,f,,-1,187,227,0,0,0,0,0,9,7,3,etnegilid,tâjilid,DILIGENTE,9,7,0,0,0,1,CVCVCVC,BVLVZVP,2.89
diluer,dilÿé,VB,,,157,157,219,0,0,0,0,0,6,5,2,reulid,éÿlid,DILUER,5,4,0,0,0,0,CVCYV,BVLYV,3.02
dilution,dilysïô,NO,f,,51,51,171,0,0,0,0,0,8,7,3,noitulid,ôïsylid,DILUTION,5,5,0,0,0,0,CVCVCYV,BVLVSYV,2.99
diluvien,dilyvïê,AJ,m,,59,59,177,0,0,0,0,0,8,7,3,neivulid,êïvylid,DILUVIEN,9,5,0,0,1,0,CVCVCYV,BVLVZYV,2.86
diluvienne,dilyvïê,AJ,f,,-1,59,177,0,0,0,0,0,10,7,3,enneivulid,êïvylid,DILUVIENNE,9,5,0,0,1,0,CVCVCYV,BVLVZYV,2.93
dimanche,dimâ/,NO,m,,8878,8878,394,0,0,0,0,3,8,5,2,ehcnamid,/âmid,DIMANCHE,4,5,0,0,0,0,CVCVC,BVNVS,2.78
dîme,dim,NO,f,,102,102,201,0,0,0,0,0,4,3,1,emîd,mid,DIME,3,4,0,0,0,2,CVC,BVN,1.72
dimension,dimâsïô,NO,f,,3773,3773,357,0,0,0,0,2,9,7,3,noisnemid,ôïsâmid,DIMENSION,4,5,0,0,0,0,CVCVCYV,BVNVSYV,2.99
diminué,diminÿé,AJ,m,,1152,1152,306,0,0,0,0,0,7,7,3,éunimid,éÿnimid,DIMINUE,8,6,0,0,2,0,CVCVCYV,BVNVNYV,2.42
diminuée,diminÿé,AJ,f,,-1,1152,306,0,0,0,0,0,8,7,3,eéunimid,éÿnimid,DIMINUEE,8,6,0,0,2,0,CVCVCYV,BVNVNYV,2.37
diminuer,diminÿé,VB,,,2884,2884,346,0,0,0,0,0,8,7,3,reunimid,éÿnimid,DIMINUER,7,6,0,0,2,0,CVCVCYV,BVNVNYV,2.77
diminutif,diminytif,NO,m,,80,-2,-2,0,0,0,0,0,9,9,4,fitunimid,fitynimid,DIMINUTIF,9,9,1,1,1,0,CVCVCVCVC,BVNVNVPVS,2.63
diminutif,diminytif,AJ,m,,-1,-2,-2,0,0,0,0,0,9,9,4,fitunimid,fitynimid,DIMINUTIF,9,9,1,1,1,0,CVCVCVCVC,BVNVNVPVS,2.63
diminution,diminysïô,NO,f,,846,846,292,0,0,0,0,0,10,9,4,noitunimid,ôïsynimid,DIMINUTION,9,7,0,0,0,0,CVCVCVCYV,BVNVNVSYV,2.80
diminutive,diminytiv,AJ,f,,-1,-1,-1,0,0,0,0,0,10,9,4,evitunimid,vitynimid,DIMINUTIVE,9,9,0,0,0,0,CVCVCVCVC,BVNVNVPVZ,2.61
dinanderie,dinâdRi,NO,f,,0,0,0,0,0,0,0,0,10,7,3,eirednanid,iRdânid,DINANDERIE,5,4,0,0,0,0,CVCVCCV,BVNVBLV,2.91
dinar,dinaR,NO,m,,12,12,111,0,0,0,0,0,5,5,2,ranid,Ranid,DINAR,5,5,0,0,0,0,CVCVC,BVNVL,2.82
dinde,dêd,NO,f,,182,182,226,0,0,0,0,5,5,3,1,ednid,dêd,DINDE,5,4,0,0,0,0,CVC,BVB,3.18
dindon,dêdô,NO,m,,204,204,231,0,0,0,0,0,6,4,2,nodnid,ôdêd,DINDON,7,4,0,0,0,1,CVCV,BVBV,2.84
dindonneau,dêdonO,NO,m,,55,55,174,0,0,0,0,0,10,6,3,uaennodnid,Onodêd,DINDONNEAU,9,6,0,0,0,0,CVCVCV,BVBVNV,2.74
dindonner,dêdoné,VB,,,0,0,0,0,0,0,0,0,9,6,3,rennodnid,énodêd,DINDONNER,9,6,0,0,0,0,CVCVCV,BVBVNV,2.89
dîner,diné,NO,m,,23202,11601,406,0,0,0,0,4,5,4,2,renîd,énid,DINER,3,4,1,1,1,0,CVCV,BVNV,2.28
dîner,diné,VB,,,-1,11601,406,0,0,0,0,0,5,4,2,renîd,énid,DINER,3,4,1,1,1,0,CVCV,BVNV,2.28
dinette,dinèt,NO,f,,-1,-1,-1,0,0,0,0,0,7,5,2,ettenid,tènid,DINETTE,4,4,0,0,0,5,CVCVC,BVNVP,2.90
ding,di£,NO,m,,-1,-1,-1,0,0,0,0,0,4,3,1,gnid,£id,DING,5,3,1,1,1,1,CVC,BVN,2.60
ding,di£,IN,,,0,0,0,0,0,0,0,0,4,3,1,gnid,£id,DING,5,3,1,1,1,1,CVC,BVN,2.60
dinghy,dingi,NO,m,,-1,-1,-1,0,0,0,0,0,6,5,2,yhgnid,ignid,DINGHY,5,4,0,0,0,0,CVCCV,BVNBV,1.68
dingo,dêgO,NO,m,,76,-2,-2,0,0,0,0,0,5,4,2,ognid,Ogêd,DINGO,5,4,1,1,1,0,CVCV,BVBV,2.17
dingo,dêgO,AJ,h,,-1,-2,-2,0,0,0,0,0,5,4,2,ognid,Ogêd,DINGO,5,4,1,1,1,0,CVCV,BVBV,2.17
dingue,dêg,NO,h,,-1,-1,-1,0,0,0,0,0,6,3,1,eugnid,gêd,DINGUE,7,4,1,1,1,0,CVC,BVB,2.82
dingue,dêg,AJ,h,,-1,-1,-1,0,0,0,0,0,6,3,1,eugnid,gêd,DINGUE,7,4,1,1,1,0,CVC,BVB,2.82
dinguer,dêgé,VB,,,29,29,147,0,0,0,0,0,7,4,2,reugnid,égêd,DINGUER,7,4,0,0,0,0,CVCV,BVBV,2.85
dinosaure,dinOzoR,NO,m,,0,0,0,0,0,0,0,0,9,7,3,eruasonid,RozOnid,DINOSAURE,4,4,0,0,0,0,CVCVCVC,BVNVZVL,2.82
diocésain,dïosézê,AJ,m,,72,72,186,0,0,0,0,0,9,7,3,niasécoid,êzésoïd,DIOCESAIN,10,7,0,0,0,0,CYVCVCV,BYVSVZV,2.57
diocésaine,dïosézèn,AJ,f,,-1,72,186,0,0,0,0,0,10,8,3,eniasécoid,nèzésoïd,DIOCESAINE,10,7,0,0,0,0,CYVCVCVC,BYVSVZVN,2.68
diocèse,dïosèz,NO,m,,425,425,262,0,0,0,0,0,7,6,2,esècoid,zèsoïd,DIOCESE,5,5,0,0,0,0,CYVCVC,BYVSVZ,1.90
dionysiaque,dïonizïak,AJ,h,,127,127,210,0,0,0,0,0,11,9,3,euqaisynoid,kaïzinoïd,DIONYSIAQUE,4,4,0,0,0,0,CYVCVCYVC,BYVNVZYVP,2.47
diphtérie,diftéRi,NO,f,,34,34,154,0,0,0,0,0,9,7,3,eiréthpid,iRétfid,DIPHTERIE,9,8,0,0,0,0,CVCCVCV,BVSPVLV,2.12
diphtérique,diftéRik,NO,h,,-1,-1,-1,0,0,0,0,0,11,8,3,euqiréthpid,kiRétfid,DIPHTERIQUE,9,8,1,1,1,0,CVCCVCVC,BVSPVLVP,2.32
diphtérique,diftéRik,AJ,h,,-1,-1,-1,0,0,0,0,0,11,8,3,euqiréthpid,kiRétfid,DIPHTERIQUE,9,8,1,1,1,0,CVCCVCVC,BVSPVLVP,2.32
diphtongue,diftôg,NO,f,,38,38,159,0,0,0,0,0,10,6,2,eugnothpid,gôtfid,DIPHTONGUE,6,5,0,0,0,0,CVCCVC,BVSPVB,2.25
diplodocus,diplodokys,NO,m,,38,38,159,0,0,0,0,0,10,10,4,sucodolpid,sykodolpid,DIPLODOCUS,6,6,0,0,0,0,CVCCVCVCVC,BVPLVBVPVS,2.36
diplomate,diplomat,NO,m,,965,965,298,0,0,0,0,0,9,8,3,etamolpid,tamolpid,DIPLOMATE,9,9,0,0,0,0,CVCCVCVC,BVPLVNVP,2.69
diplomatie,diplomasi,NO,f,,591,591,277,0,0,0,0,0,10,9,4,eitamolpid,isamolpid,DIPLOMATIE,10,8,0,0,0,0,CVCCVCVCV,BVPLVNVSV,2.69
diplomatique,diplomatik,AJ,h,,1089,1089,303,0,0,0,0,0,12,10,4,euqitamolpid,kitamolpid,DIPLOMATIQUE,13,11,0,0,0,0,CVCCVCVCVC,BVPLVNVPVP,2.77
diplomatiquement,diplomatikmâ,AV,,,29,29,147,0,0,0,0,0,16,12,5,tnemeuqitamolpid,âmkitamolpid,DIPLOMATIQUEMENT,13,11,0,0,0,0,CVCCVCVCVC,BVPLVNVPVP,2.84
diplôme,diplOm,NO,m,,536,536,272,0,0,0,0,0,7,6,2,emôlpid,mOlpid,DIPLOME,7,7,0,0,0,1,CVCCVC,BVPLVN,1.93
diplômé,diplOmé,NO,m,,72,-2,-2,0,0,0,0,0,7,7,3,émôlpid,émOlpid,DIPLOME,8,7,1,1,3,1,CVCCVCV,BVPLVNV,1.62
diplômé,diplOmé,AJ,m,,-1,-2,-2,0,0,0,0,0,7,7,3,émôlpid,émOlpid,DIPLOME,8,7,1,1,3,1,CVCCVCV,BVPLVNV,1.62
diplômée,diplOmé,NO,f,,-1,-2,-2,0,0,0,0,0,8,7,3,eémôlpid,émOlpid,DIPLOMEE,8,7,1,1,3,0,CVCCVCV,BVPLVNV,1.79
diplômée,diplOmé,AJ,f,,-1,-2,-2,0,0,0,0,0,8,7,3,eémôlpid,émOlpid,DIPLOMEE,8,7,1,1,3,0,CVCCVCV,BVPLVNV,1.79
diptère,diptèR,NO,m,,25,25,141,0,0,0,0,0,7,6,2,erètpid,Rètpid,DIPTERE,5,5,0,0,0,0,CVCCVC,BVPPVL,1.78
diptyque,diptik,NO,m,,55,55,174,0,0,0,0,0,8,6,2,euqytpid,kitpid,DIPTYQUE,5,5,0,0,0,0,CVCCVC,BVPPVP,2.03
