graph,phons,cgram,genre,nmbre,frfrm,frlex,cfrlex,nvarphon,schwa,redcons,nvarsem,vimag,ngraphs,nphons,nsyll,igraph,iphons,mgraph,pugraph,puphon,nbhom,nbhomg,nbhomp,nvoisort,phons1,phons2,freqdigr
protectrice,pRotèktRis,NO,f,,-1,1433,315,0,0,0,0,0,11,10,3,ecirtcetorp,siRtkètoRp,PROTECTRICE,8,8,0,0,0,0,CCVCVCCCVC,PLVPVPPLVS,2.87
protée,pRoté,NO,m,,17,17,125,0,0,0,0,0,6,5,2,eétorp,étoRp,PROTEE,6,6,0,0,0,0,CCVCV,PLVPV,2.60
protégé,pRotéjé,NO,m,,1769,1769,324,0,0,0,0,0,7,7,3,égétorp,éjétoRp,PROTEGE,8,6,0,0,2,0,CCVCVCV,PLVPVZV,2.35
protège-cahier,pRotèjkaïé,NO,m,,-1,-1,-1,0,0,0,0,0,14,10,4,reihac-egètorp,éïakjètoRp,PROTEGE-CAHIER,5,6,0,0,0,0,CCVCVCCVYV,PLVPVZPVYV,1.92
protégée,pRotéjé,NO,f,,-1,1769,324,0,0,0,0,0,8,7,3,eégétorp,éjétoRp,PROTEGEE,8,6,0,0,2,0,CCVCVCV,PLVPVZV,2.33
protéger,pRotéjé,VB,,,3803,3803,358,0,0,0,0,0,8,7,3,regétorp,éjétoRp,PROTEGER,7,6,0,0,2,0,CCVCVCV,PLVPVZV,2.67
protéine,pRotéin,NO,f,,161,161,220,0,0,0,0,0,8,7,3,eniétorp,niétoRp,PROTEINE,6,6,0,0,0,0,CCVCVVC,PLVPVVN,2.57
protestant,pRotèstâ,NO,m,,2131,-2,-2,0,0,0,0,0,10,8,3,tnatsetorp,âtsètoRp,PROTESTANT,11,9,1,1,1,0,CCVCVCCV,PLVPVSPV,2.97
protestant,pRotèstâ,AJ,m,,-1,-2,-2,0,0,0,0,0,10,8,3,tnatsetorp,âtsètoRp,PROTESTANT,11,9,1,1,1,0,CCVCVCCV,PLVPVSPV,2.97
protestante,pRotèstât,NO,f,,-1,-2,-2,0,0,0,0,0,11,9,3,etnatsetorp,tâtsètoRp,PROTESTANTE,11,10,1,1,1,0,CCVCVCCVC,PLVPVSPVP,2.95
protestante,pRotèstât,AJ,f,,-1,-2,-2,0,0,0,0,0,11,9,3,etnatsetorp,tâtsètoRp,PROTESTANTE,11,10,1,1,1,0,CCVCVCCVC,PLVPVSPVP,2.95
protestantisme,pRotèstâtism^,NO,m,,416,416,262,0,1,0,0,0,14,13,5,emsitnatsetorp,^msitâtsètoRp,PROTESTANTISME,11,10,0,0,0,0,CCVCVCCVCV,PLVPVSPVPV,2.90
protestataire,pRotèstatèR,AJ,h,,51,51,171,0,0,0,0,0,13,11,4,eriatatsetorp,RètatsètoRp,PROTESTATAIRE,10,8,0,0,0,0,CCVCVCCVCV,PLVPVSPVPV,2.98
protestation,pRotèstAsïô,NO,f,,2067,2067,331,0,0,0,0,0,12,11,4,noitatsetorp,ôïsAtsètoRp,PROTESTATION,10,8,0,0,0,0,CCVCVCCVCY,PLVPVSPVSY,2.94
protester,pRotèsté,VB,,,4284,4284,363,0,0,0,1,0,9,8,3,retsetorp,étsètoRp,PROTESTER,8,8,0,0,0,0,CCVCVCCV,PLVPVSPV,3.00
protêt,pRotè,NO,m,,17,17,125,0,0,0,0,0,6,5,2,têtorp,ètoRp,PROTET,5,6,0,0,0,0,CCVCV,PLVPV,2.11
prothèse,pRotèz,NO,f,,8,8,95,0,0,0,0,0,8,6,2,esèhtorp,zètoRp,PROTHESE,5,6,0,0,0,0,CCVCVC,PLVPVZ,1.92
protocolaire,pRotokolèR,AJ,h,,59,59,177,0,0,0,0,0,12,10,4,erialocotorp,RèlokotoRp,PROTOCOLAIRE,9,9,0,0,0,0,CCVCVCVCVC,PLVPVPVLVL,2.83
protocole,pRotokol,NO,m,,353,353,254,0,0,0,0,0,9,8,3,elocotorp,lokotoRp,PROTOCOLE,9,9,0,0,0,0,CCVCVCVC,PLVPVPVL,2.73
proton,pRotô,NO,m,,46,46,167,0,0,0,0,0,6,5,2,notorp,ôtoRp,PROTON,6,5,0,0,0,1,CCVCV,PLVPV,2.86
protoplasme,pRotoplasm^,NO,m,,161,161,220,0,1,0,0,0,11,11,4,emsalpotorp,^msalpotoRp,PROTOPLASME,6,6,0,0,0,0,CCVCVCCVCC,PLVPVPLVSN,2.55
prototype,pRototip,NO,m,,216,216,233,0,0,0,0,0,9,8,3,epytotorp,pitotoRp,PROTOTYPE,6,6,0,0,0,0,CCVCVCVC,PLVPVPVP,2.18
protozoaire,pRotozoèR,NO,m,,59,59,177,0,0,0,0,0,11,9,4,eriaozotorp,RèozotoRp,PROTOZOAIRE,6,6,0,0,0,0,CCVCVCVVC,PLVPVZVVL,2.24
protubérance,pRotybéRâs,NO,f,,55,55,174,0,0,0,0,0,12,10,4,ecnarébutorp,sâRébytoRp,PROTUBERANCE,11,10,0,0,0,1,CCVCVCVCVC,PLVPVBVLVS,2.68
protubérant,pRotybéRâ,AJ,m,,8,8,95,0,0,0,0,0,11,9,4,tnarébutorp,âRébytoRp,PROTUBERANT,12,10,0,0,0,0,CCVCVCVCV,PLVPVBVLV,2.67
protubérante,pRotybéRât,AJ,f,,-1,8,95,0,0,0,0,0,12,10,4,etnarébutorp,tâRébytoRp,PROTUBERANTE,12,10,0,0,0,1,CCVCVCVCVC,PLVPVBVLVP,2.68
prou,pRu,LO,,,85,85,193,0,0,0,0,0,4,3,1,uorp,uRp,PROU,5,4,0,0,1,3,CCV,PLV,2.87
proue,pRu,NO,f,,340,340,253,0,0,0,0,0,5,3,1,euorp,uRp,PROUE,6,4,0,0,1,4,CCV,PLV,3.29
prouesse,pRuès,NO,f,,323,323,251,0,0,0,0,0,8,5,2,esseuorp,sèuRp,PROUESSE,6,4,0,0,0,1,CCVVC,PLVVS,3.07
prouver,pRuvé,VB,,,6717,6717,382,0,0,0,0,0,7,5,2,revuorp,évuRp,PROUVER,5,4,0,0,0,1,CCVCV,PLVZV,3.20
provenance,pRovnâs,NO,f,,314,314,249,0,0,0,0,0,10,7,2,ecnanevorp,sânvoRp,PROVENANCE,7,6,0,0,0,1,CCVCCVC,PLVZNVS,2.90
provençal,pRovâsal,NO,m,,327,-2,-2,0,0,0,0,0,9,8,3,laçnevorp,lasâvoRp,PROVENCAL,10,7,1,1,2,0,CCVCVCVC,PLVZVSVL,2.44
provençal,pRovâsal,AJ,m,,-1,-2,-2,0,0,0,0,0,9,8,3,laçnevorp,lasâvoRp,PROVENCAL,10,7,1,1,2,0,CCVCVCVC,PLVZVSVL,2.44
provençale,pRovâsal,AJ,f,,-1,-1,-1,0,0,0,0,0,10,8,3,elaçnevorp,lasâvoRp,PROVENCALE,10,7,0,0,2,0,CCVCVCVC,PLVZVSVL,2.58
provençaux,pRovâsO,NO,m,,-1,-3,-3,0,0,0,0,0,10,7,3,xuaçnevorp,OsâvoRp,PROVENCAUX,9,7,1,1,1,0,CCVCVCV,PLVZVSV,2.47
provençaux,pRovâsO,AJ,m,,-1,-1,-1,0,0,0,0,0,10,7,3,xuaçnevorp,OsâvoRp,PROVENCAUX,9,7,1,1,1,0,CCVCVCV,PLVZVSV,2.47
provenir,pRovniR,VB,,,1140,1140,305,0,0,0,0,0,8,7,2,rinevorp,RinvoRp,PROVENIR,7,6,0,0,0,1,CCVCCVC,PLVZNVL,2.91
proverbe,pRovèRb^,NO,m,,689,689,283,0,1,0,0,0,8,8,3,ebrevorp,^bRèvoRp,PROVERBE,8,8,0,0,0,0,CCVCVCCV,PLVZVLBV,2.43
proverbial,pRovèRbïal,AJ,m,,51,51,171,0,0,0,0,0,10,10,3,laibrevorp,laïbRèvoRp,PROVERBIAL,11,11,0,0,1,0,CCVCVCCYVC,PLVZVLBYVL,2.44
proverbiale,pRovèRbïal,AJ,f,,-1,51,171,0,0,0,0,0,11,10,3,elaibrevorp,laïbRèvoRp,PROVERBIALE,12,11,0,0,1,0,CCVCVCCYVC,PLVZVLBYVL,2.57
proverbialement,pRovèRbïalmâ,AV,,,0,0,0,0,0,0,0,0,15,12,4,tnemelaibrevorp,âmlaïbRèvoRp,PROVERBIALEMENT,12,11,0,0,0,0,CCVCVCCYVC,PLVZVLBYVL,2.72
proverbiaux,pRovèRbïO,AJ,m,p,-1,51,171,0,0,0,0,0,11,9,3,xuaibrevorp,OïbRèvoRp,PROVERBIAUX,10,9,0,0,0,0,CCVCVCCYV,PLVZVLBYV,2.47
providence,pRovidâs,NO,f,,1433,1433,315,0,0,0,0,0,10,8,3,ecnedivorp,sâdivoRp,PROVIDENCE,9,9,0,0,0,0,CCVCVCVC,PLVZVBVS,2.70
providentiel,pRovidâsïèl,AJ,m,,489,489,269,0,0,0,0,0,12,11,4,leitnedivorp,lèïsâdivoRp,PROVIDENTIEL,13,12,0,0,1,0,CCVCVCVCYV,PLVZVBVSYV,2.73
providentielle,pRovidâsïèl,AJ,f,,-1,489,269,0,0,0,0,0,14,11,4,elleitnedivorp,lèïsâdivoRp,PROVIDENTIELLE,15,12,0,0,1,0,CCVCVCVCYV,PLVZVBVSYV,2.84
providentiellement,pRovidâsïèlmâ,AV,,,63,63,180,0,0,0,0,0,18,13,5,tnemelleitnedivorp,âmlèïsâdivoRp,PROVIDENTIELLEMENT,15,12,0,0,0,0,CCVCVCVCYV,PLVZVBVSYV,2.90
province,pRovês,NO,f,,4092,4092,361,0,0,0,0,0,8,6,2,ecnivorp,sêvoRp,PROVINCE,8,7,0,0,0,0,CCVCVC,PLVZVS,2.72
provincial,pRovêsïal,NO,m,,1510,-2,-2,0,0,0,0,0,10,9,3,laicnivorp,laïsêvoRp,PROVINCIAL,11,8,1,1,3,0,CCVCVCYVC,PLVZVSYVL,2.56
provincial,pRovêsïal,AJ,m,,-1,-2,-2,0,0,0,0,0,10,9,3,laicnivorp,laïsêvoRp,PROVINCIAL,11,8,1,1,3,0,CCVCVCYVC,PLVZVSYVL,2.56
provinciale,pRovêsïal,NO,f,,-1,-2,-2,0,0,0,0,0,11,9,3,elaicnivorp,laïsêvoRp,PROVINCIALE,11,8,1,1,3,0,CCVCVCYVC,PLVZVSYVL,2.67
provinciale,pRovêsïal,AJ,f,,-1,-2,-2,0,0,0,0,0,11,9,3,elaicnivorp,laïsêvoRp,PROVINCIALE,11,8,1,1,3,0,CCVCVCYVC,PLVZVSYVL,2.67
provinciaux,pRovêsïO,NO,m,p,-1,-2,-2,0,0,0,0,0,11,8,3,xuaicnivorp,OïsêvoRp,PROVINCIAUX,10,8,1,1,1,0,CCVCVCYV,PLVZVSYV,2.57
provinciaux,pRovêsïO,AJ,m,p,-1,-2,-2,0,0,0,0,0,11,8,3,xuaicnivorp,OïsêvoRp,PROVINCIAUX,10,8,1,1,1,0,CCVCVCYV,PLVZVSYV,2.57
proviseur,pRovizeR,NO,m,,170,170,223,0,0,0,0,0,9,8,3,ruesivorp,RezivoRp,PROVISEUR,7,7,0,0,0,0,CCVCVCVC,PLVZVZVL,2.78
provision,pRovizïô,NO,f,,1978,1978,329,0,0,0,0,0,9,8,3,noisivorp,ôïzivoRp,PROVISION,10,8,0,0,0,1,CCVCVCYV,PLVZVZYV,2.75
provisionnel,pRovizïonèl,AJ,m,,4,4,69,0,0,0,0,0,12,11,4,lennoisivorp,lènoïzivoRp,PROVISIONNEL,13,8,0,0,1,1,CCVCVCYVCV,PLVZVZYVNV,2.70
provisionnelle,pRovizïonèl,AJ,f,,-1,4,69,0,0,0,0,0,14,11,4,ellennoisivorp,lènoïzivoRp,PROVISIONNELLE,13,8,0,0,1,1,CCVCVCYVCV,PLVZVZYVNV,2.81
provisoire,pRovizüaR,NO,m,,-1,-2,-2,0,0,0,0,0,10,9,3,eriosivorp,RaüzivoRp,PROVISOIRE,11,10,1,1,1,0,CCVCVCYVC,PLVZVZYVL,2.86
provisoire,pRovizüaR,AJ,h,,2097,-2,-2,0,0,0,0,0,10,9,3,eriosivorp,RaüzivoRp,PROVISOIRE,11,10,1,1,1,0,CCVCVCYVC,PLVZVZYVL,2.86
provisoirement,pRovizüaRmâ,AV,,,1072,1072,303,0,0,0,0,0,14,11,4,tnemeriosivorp,âmRaüzivoRp,PROVISOIREMENT,11,10,0,0,0,0,CCVCVCYVCC,PLVZVZYVLN,2.91
provocant,pRovokâ,AJ,m,,565,565,275,0,0,0,0,0,9,7,3,tnacovorp,âkovoRp,PROVOCANT,10,8,0,0,0,0,CCVCVCV,PLVZVPV,2.74
provocante,pRovokât,AJ,f,,-1,565,275,0,0,0,0,0,10,8,3,etnacovorp,tâkovoRp,PROVOCANTE,10,8,0,0,0,0,CCVCVCVC,PLVZVPVP,2.75
provocateur,pRovokateR,NO,m,,136,-2,-2,0,0,0,0,0,11,10,4,ruetacovorp,RetakovoRp,PROVOCATEUR,9,9,1,1,1,0,CCVCVCVCVC,PLVZVPVPVL,2.76
provocateur,pRovokateR,AJ,m,,-1,-2,-2,0,0,0,0,0,11,10,4,ruetacovorp,RetakovoRp,PROVOCATEUR,9,9,1,1,1,0,CCVCVCVCVC,PLVZVPVPVL,2.76
provocation,pRovokAsïô,NO,f,,633,633,280,0,0,0,0,0,11,10,4,noitacovorp,ôïsAkovoRp,PROVOCATION,9,7,0,0,0,0,CCVCVCVCYV,PLVZVPVSYV,2.75
provocatrice,pRovokatRis,NO,f,,-1,-2,-2,0,0,0,0,0,12,11,4,ecirtacovorp,siRtakovoRp,PROVOCATRICE,9,9,1,1,1,0,CCVCVCVCCV,PLVZVPVPLV,2.75
provocatrice,pRovokatRis,AJ,f,,-1,-2,-2,0,0,0,0,0,12,11,4,ecirtacovorp,siRtakovoRp,PROVOCATRICE,9,9,1,1,1,0,CCVCVCVCCV,PLVZVPVPLV,2.75
provoquer,pRovoké,VB,,,4518,4518,365,0,0,0,1,0,9,7,3,reuqovorp,ékovoRp,PROVOQUER,6,7,0,0,0,0,CCVCVCV,PLVZVPV,2.71
proxénète,pRoksénèt,NO,h,,29,29,147,0,0,0,0,0,9,9,3,etènéxorp,tènéskoRp,PROXENETE,7,8,0,0,0,0,CCVCCVCVC,PLVPSVNVP,1.61
proxénétisme,pRoksénétism^,NO,m,,0,0,0,0,1,0,0,0,12,13,5,emsiténéxorp,^msiténéskoRp,PROXENETISME,7,8,0,0,0,0,CCVCCVCVCV,PLVPSVNVPV,2.31
proximité,pRoksimité,NO,f,,863,863,293,0,0,0,0,0,9,10,4,étimixorp,étimiskoRp,PROXIMITE,5,6,0,0,0,0,CCVCCVCVCV,PLVPSVNVPV,2.44
prude,pRyd,NO,f,,-1,-2,-2,0,0,0,0,0,5,4,1,edurp,dyRp,PRUDE,6,5,1,1,1,1,CCVC,PLVB,2.77
prude,pRyd,AJ,h,,68,-2,-2,0,0,0,0,0,5,4,1,edurp,dyRp,PRUDE,6,5,1,1,1,1,CCVC,PLVB,2.77
prudemment,pRydamâ,AV,,,659,659,281,0,0,0,0,0,10,7,3,tnemmedurp,âmadyRp,PRUDEMMENT,6,5,0,0,0,0,CCVCVCV,PLVBVNV,2.85
prudence,pRydâs,NO,f,,3109,3109,349,0,0,0,0,0,8,6,2,ecnedurp,sâdyRp,PRUDENCE,7,6,0,0,0,1,CCVCVC,PLVBVS,2.79
prudent,pRydâ,AJ,m,,2531,2531,340,0,0,0,0,0,7,5,2,tnedurp,âdyRp,PRUDENT,8,6,0,0,0,0,CCVCV,PLVBV,2.79
prudente,pRydât,AJ,f,,-1,2531,340,0,0,0,0,0,8,6,2,etnedurp,tâdyRp,PRUDENTE,8,6,0,0,0,1,CCVCVC,PLVBVP,2.79
pruderie,pRydRi,NO,f,,80,80,190,0,0,0,0,0,8,6,2,eiredurp,iRdyRp,PRUDERIE,6,5,0,0,0,0,CCVCCV,PLVBLV,2.66
prud'homme,pRydom,NO,m,,-1,-1,-1,0,0,0,0,0,10,6,2,emmoh'durp,modyRp,PRUD'HOMME,5,5,0,0,0,0,CCVCVC,PLVBVN,2.44
pruine,pRÿin,NO,f,,-1,-1,-1,0,0,0,0,0,6,5,1,eniurp,niÿRp,PRUINE,4,3,0,0,0,1,CCYVC,PLYVN,2.89
prune,pRyn,NO,f,,399,-2,-2,0,0,0,0,0,5,4,1,enurp,nyRp,PRUNE,6,5,1,1,1,3,CCVC,PLVN,2.71
prune,pRyn,AJ,h,,-1,-2,-2,0,0,0,0,0,5,4,1,enurp,nyRp,PRUNE,6,5,1,1,1,3,CCVC,PLVN,2.71
pruneau,pRynO,NO,m,,131,131,212,0,0,0,0,0,7,5,2,uaenurp,OnyRp,PRUNEAU,6,5,0,0,0,0,CCVCV,PLVNV,2.57
prunelle,pRynèl,NO,f,,1599,1599,320,0,0,0,1,0,8,6,2,ellenurp,lènyRp,PRUNELLE,6,5,0,0,0,0,CCVCVC,PLVNVL,2.79
prunier,pRynïé,NO,m,,208,208,232,0,0,0,0,0,7,6,2,reinurp,éïnyRp,PRUNIER,5,5,0,0,0,0,CCVCYV,PLVNYV,2.84
prurit,pRyRit,NO,m,,148,148,217,0,0,0,0,0,6,6,2,tirurp,tiRyRp,PRURIT,4,4,0,0,0,0,CCVCVC,PLVLVP,2.83
prussique,pRysik,AJ,m,,17,17,125,0,0,0,0,0,9,6,2,euqissurp,kisyRp,PRUSSIQUE,4,4,0,0,0,0,CCVCVC,PLVSVP,2.83
prytanée,pRitané,NO,m,,12,12,111,0,0,0,0,0,8,7,3,eénatyrp,énatiRp,PRYTANEE,3,4,0,0,0,0,CCVCVCV,PLVPVNV,2.21
psalmodier,psalmodïé,VB,,,97,97,199,0,0,0,0,0,10,9,3,reidomlasp,éïdomlasp,PSALMODIER,4,3,0,0,0,0,CCVCCVCYV,PSVLNVBYV,2.34
psaume,psOm,NO,m,,884,884,294,0,0,0,0,0,6,4,1,emuasp,mOsp,PSAUME,5,4,0,0,0,0,CCVC,PSVN,2.39
psautier,psOtïé,NO,m,,8,8,95,0,0,0,0,0,8,6,2,reituasp,éïtOsp,PSAUTIER,5,4,0,0,0,0,CCVCYV,PSVPYV,2.75
pseudonyme,psEdonim,NO,m,,221,221,234,0,0,0,0,0,10,8,3,emynoduesp,minodEsp,PSEUDONYME,7,6,0,0,0,0,CCVCVCVC,PSVBVNVN,2.18
pseudopode,psEdopod,NO,m,,17,17,125,0,0,0,0,0,10,8,3,edopoduesp,dopodEsp,PSEUDOPODE,7,6,0,0,0,0,CCVCVCVC,PSVBVPVB,2.40
psitt,psit,IN,,,17,17,125,0,0,0,0,0,5,4,1,ttisp,tisp,PSITT,6,5,0,0,0,0,CCVC,PSVP,1.78
psittacisme,psitasism^,NO,m,,34,34,154,0,1,0,0,0,11,10,4,emsicattisp,^msisatisp,PSITTACISME,6,5,0,0,0,0,CCVCVCVCCV,PSVPVSVSNV,2.59
pst,pst,IN,,,-1,-1,-1,0,0,0,0,0,3,3,1,tsp,tsp,PST,3,3,0,0,0,3,CCC,PSP,1.26
psychanalyse,psikanaliz,NO,f,,884,884,294,0,0,0,0,3,12,10,4,esylanahcysp,zilanakisp,PSYCHANALYSE,13,11,0,0,0,0,CCVCVCVCVC,PSVPVNVLVZ,2.16
psychanalyser,psikanalizé,VB,,,38,38,159,0,0,0,0,0,13,11,5,resylanahcysp,ézilanakisp,PSYCHANALYSER,13,11,0,0,0,0,CCVCVCVCVC,PSVPVNVLVZ,2.27
psychanalyste,psikanalist^,NO,h,,408,408,261,0,1,0,0,3,13,12,5,etsylanahcysp,^tsilanakisp,PSYCHANALYSTE,12,10,0,0,0,0,CCVCVCVCVC,PSVPVNVLVS,2.21
psychanalytique,psikanalitik,AJ,h,,229,229,236,0,0,0,0,0,15,12,5,euqitylanahcysp,kitilanakisp,PSYCHANALYTIQUE,11,10,0,0,0,0,CCVCVCVCVC,PSVPVNVLVP,2.27
psyché,psi/é,NO,f,,225,225,235,0,0,0,0,0,6,5,2,éhcysp,é/isp,PSYCHE,7,5,0,0,0,0,CCVCV,PSVSV,1.66
psychédélique,psikédélik,AJ,h,,-1,-1,-1,0,0,0,0,0,13,10,4,euqilédéhcysp,kilédékisp,PSYCHEDELIQUE,7,5,0,0,0,0,CCVCVCVCVC,PSVPVBVLVP,2.15
psychiatre,psikïatR^,NO,h,,327,327,251,0,1,0,0,3,10,9,3,ertaihcysp,^Rtaïkisp,PSYCHIATRE,10,9,0,0,0,0,CCVCYVCCV,PSVPYVPLV,2.33
psychiatrie,psikïatRi,NO,f,,123,123,209,0,0,0,0,0,11,9,3,eirtaihcysp,iRtaïkisp,PSYCHIATRIE,11,10,0,0,0,0,CCVCYVCCV,PSVPYVPLV,2.28
psychiatrique,psikïatRik,AJ,h,,25,25,141,0,0,0,0,0,13,10,3,euqirtaihcysp,kiRtaïkisp,PSYCHIATRIQUE,11,10,0,0,0,0,CCVCYVCCVC,PSVPYVPLVP,2.42
psychique,psi/ik,AJ,h,,3092,3092,349,0,0,0,0,0,9,6,2,euqihcysp,ki/isp,PSYCHIQUE,7,6,0,0,0,0,CCVCVC,PSVSVP,2.19
psychisme,psi/ism^,NO,m,,974,974,298,0,1,0,0,0,9,8,3,emsihcysp,^msi/isp,PSYCHISME,7,6,0,0,0,0,CCVCVCCV,PSVSVSNV,2.09
psychodrame,psikodRam,NO,m,,-1,-1,-1,0,0,0,0,0,11,9,3,emardohcysp,maRdokisp,PSYCHODRAME,7,6,0,0,0,0,CCVCVCCVC,PSVPVBLVN,2.22
psychologie,psikoloji,NO,f,,6075,6075,378,0,0,0,0,2,11,9,4,eigolohcysp,ijolokisp,PSYCHOLOGIE,11,10,0,0,0,1,CCVCVCVCV,PSVPVLVZV,2.09
psychologique,psikolojik,AJ,h,,5062,5062,370,0,0,0,0,0,13,10,4,euqigolohcysp,kijolokisp,PSYCHOLOGIQUE,14,11,0,0,0,0,CCVCVCVCVC,PSVPVLVZVP,2.26
psychologiquement,psikolojikmâ,AV,,,263,263,242,0,0,0,0,0,17,12,5,tnemeuqigolohcysp,âmkijolokisp,PSYCHOLOGIQUEMENT,14,11,0,0,0,0,CCVCVCVCVC,PSVPVLVZVP,2.46
psychologue,psikolog,NO,h,,1705,-2,-2,0,0,0,0,3,11,8,3,eugolohcysp,golokisp,PSYCHOLOGUE,10,8,1,1,1,1,CCVCVCVC,PSVPVLVB,2.16
psychologue,psikolog,AJ,h,,-1,-2,-2,0,0,0,0,0,11,8,3,eugolohcysp,golokisp,PSYCHOLOGUE,10,8,1,1,1,1,CCVCVCVC,PSVPVLVB,2.16
psychomoteur,psikomoteR,AJ,m,,-1,-1,-1,0,0,0,0,0,12,10,4,ruetomohcysp,Retomokisp,PSYCHOMOTEUR,10,9,0,0,0,0,CCVCVCVCVC,PSVPVNVPVL,2.36
psychomotrice,psikomotRis,AJ,f,,-1,-1,-1,0,0,0,0,0,13,11,4,ecirtomohcysp,siRtomokisp,PSYCHOMOTRICE,10,9,0,0,0,0,CCVCVCVCCV,PSVPVNVPLV,2.38
psychopathe,psikopat,NO,h,,38,38,159,0,0,0,0,0,11,8,3,ehtapohcysp,tapokisp,PSYCHOPATHE,11,9,0,0,0,0,CCVCVCVC,PSVPVPVP,2.03
psychopathologie,psikopatoloji,NO,f,,29,29,147,0,0,0,0,0,16,13,6,eigolohtapohcysp,ijolotapokisp,PSYCHOPATHOLOGIE,11,9,0,0,0,0,CCVCVCVCVC,PSVPVPVPVL,2.15
psychophysiologie,psikofizïoloji,NO,f,,-1,-1,-1,0,0,0,0,0,17,14,6,eigoloisyhpohcysp,ijoloïzifokisp,PSYCHOPHYSIOLOGIE,8,6,0,0,0,0,CCVCVCVCYV,PSVPVSVZYV,2.10
psychose,psikOz,NO,f,,280,280,244,0,0,0,0,2,8,6,2,esohcysp,zOkisp,PSYCHOSE,8,7,0,0,0,1,CCVCVC,PSVPVZ,2.09
psychosé,psikOzé,NO,m,,-1,-1,-1,0,0,0,0,0,8,7,3,ésohcysp,ézOkisp,PSYCHOSE,9,7,1,1,3,1,CCVCVCV,PSVPVZV,1.91
psychosé,psikOzé,AJ,m,,-1,-1,-1,0,0,0,0,0,8,7,3,ésohcysp,ézOkisp,PSYCHOSE,9,7,1,1,3,1,CCVCVCV,PSVPVZV,1.91
psychosée,psikOzé,NO,f,,-1,-1,-1,0,0,0,0,0,9,7,3,eésohcysp,ézOkisp,PSYCHOSEE,9,7,1,1,3,0,CCVCVCV,PSVPVZV,1.98
psychosée,psikOzé,AJ,f,,-1,-1,-1,0,0,0,0,0,9,7,3,eésohcysp,ézOkisp,PSYCHOSEE,9,7,1,1,3,0,CCVCVCV,PSVPVZV,1.98
psychosomatique,psikosomatik,AJ,h,,-1,-1,-1,0,0,0,0,0,15,12,5,euqitamosohcysp,kitamosokisp,PSYCHOSOMATIQUE,8,6,0,0,0,0,CCVCVCVCVC,PSVPVSVNVP,2.46
psychotechnicien,psikotèknisïê,NO,m,,8,8,95,0,0,0,0,0,16,13,5,neicinhcetohcysp,êïsinkètokisp,PSYCHOTECHNICIEN,17,13,0,0,0,0,CCVCVCVCCV,PSVPVPVPNV,2.29
psychotechnicienne,psikotèknisïèn,NO,f,,-1,8,95,0,0,0,0,0,18,14,5,enneicinhcetohcysp,nèïsinkètokisp,PSYCHOTECHNICIENNE,17,13,0,0,0,0,CCVCVCVCCV,PSVPVPVPNV,2.39
psychotechnique,psikotèknik,NO,f,,72,-2,-2,0,0,0,0,0,15,11,4,euqinhcetohcysp,kinkètokisp,PSYCHOTECHNIQUE,13,11,1,1,1,0,CCVCVCVCCV,PSVPVPVPNV,2.28
psychotechnique,psikotèknik,AJ,h,,-1,-2,-2,0,0,0,0,0,15,11,4,euqinhcetohcysp,kinkètokisp,PSYCHOTECHNIQUE,13,11,1,1,1,0,CCVCVCVCCV,PSVPVPVPNV,2.28
psychothérapeute,psikotéRapEt,NO,h,,-1,-1,-1,0,0,0,0,0,16,12,5,etueparéhtohcysp,tEpaRétokisp,PSYCHOTHERAPEUTE,13,11,0,0,0,0,CCVCVCVCVC,PSVPVPVLVP,2.27
psychothérapie,psikotéRapi,NO,f,,55,55,174,0,0,0,0,0,14,11,5,eiparéhtohcysp,ipaRétokisp,PSYCHOTHERAPIE,13,11,0,0,0,0,CCVCVCVCVC,PSVPVPVLVP,2.11
psychotique,psikotik,NO,h,,-1,-1,-1,0,0,0,0,0,11,8,3,euqitohcysp,kitokisp,PSYCHOTIQUE,8,7,1,1,1,0,CCVCVCVC,PSVPVPVP,2.32
psychotique,psikotik,AJ,h,,-1,-1,-1,0,0,0,0,0,11,8,3,euqitohcysp,kitokisp,PSYCHOTIQUE,8,7,1,1,1,0,CCVCVCVC,PSVPVPVP,2.32
puant,pÿâ,AJ,m,,484,484,268,0,0,0,0,0,5,3,1,tnaup,âÿp,PUANT,6,4,0,0,0,4,CYV,PYV,2.89
puante,pÿât,AJ,f,,-1,484,268,0,0,0,0,0,6,4,1,etnaup,tâÿp,PUANTE,7,5,0,0,0,3,CYVC,PYVP,2.87
puanteur,pÿâteR,NO,f,,242,242,238,0,0,0,0,0,8,6,2,ruetnaup,Retâÿp,PUANTEUR,7,5,0,0,0,1,CYVCVC,PYVPVL,2.97
pubère,pybèR,AJ,h,,17,17,125,0,0,0,0,0,6,5,2,erèbup,Rèbyp,PUBERE,4,6,0,0,0,0,CVCVC,PVBVL,1.65
puberté,pybèRté,NO,f,,365,365,256,0,0,0,0,3,7,7,3,étrebup,étRèbyp,PUBERTE,4,6,0,0,0,0,CVCVCCV,PVBVLPV,2.46
pubis,pybis,NO,m,,25,25,141,0,0,0,0,0,5,5,2,sibup,sibyp,PUBIS,4,4,0,0,0,1,CVCVC,PVBVS,2.39
public,pyblik,NO,m,,14758,-2,-2,0,0,0,0,3,6,6,2,cilbup,kilbyp,PUBLIC,7,7,1,1,2,0,CVCCVC,PVBLVP,2.24
